,tl_x,tl_y,br_x,br_y,type,side,step,time
0,174.00,361.00,179.00,366.00,2,0,0,0.25
1,153.17,207.75,155.66,219.96,1,0,0,0.304
2,9.33,147.08,14.05,154.28,1,0,0,0.34
3,92.81,192.25,96.08,193.79,0,0,0,0.055
4,51.85,338.69,55.01,340.34,0,0,0,0.057
5,145.58,69.44,148.77,70.99,0,1,0,0.054
6,116.20,110.39,119.36,111.90,0,1,0,0.052
7,116.26,98.70,119.47,100.26,0,1,0,0.055
8,81.14,51.93,84.29,53.47,0,1,0,0.053
9,10.81,10.90,14.02,12.57,0,1,0,0.059
10,133.76,133.78,136.96,135.39,0,0,0,0.056
11,10.80,57.70,13.97,59.27,0,0,0,0.054
12,81.09,104.47,84.35,105.99,0,0,0,0.054
13,157.29,303.50,160.56,305.15,0,1,0,0.059
14,16.69,262.64,19.86,264.20,0,0,0,0.054
15,16.63,98.71,19.83,100.33,0,0,0,0.057
16,86.88,51.88,90.03,53.49,0,0,0,0.056
17,22.57,198.15,25.77,199.69,0,0,0,0.054
18,28.39,327.03,31.67,328.60,0,0,0,0.056
19,139.60,69.44,142.85,71.12,0,0,0,0.06
20,98.60,180.69,101.89,182.21,0,0,0,0.054
21,28.49,356.28,31.79,357.97,0,1,0,0.061
22,63.55,5.04,66.85,6.73,0,0,0,0.061
23,10.89,239.09,14.13,240.78,0,0,0,0.06
24,75.34,362.09,78.64,363.79,0,0,0,0.061
25,116.26,268.54,119.50,270.09,0,0,0,0.055
26,122.01,245.07,125.18,246.69,0,0,0,0.056
27,133.76,28.41,137.05,30.04,0,0,0,0.059
28,151.45,203.97,154.74,205.60,0,0,0,0.059
29,22.64,22.47,25.92,24.04,0,0,0,0.056
30,86.99,332.82,90.20,334.33,0,0,0,0.053
31,51.79,315.26,54.93,316.89,0,0,0,0.056
32,104.49,45.94,107.68,47.44,0,0,0,0.052
33,51.86,344.54,55.07,346.19,0,0,0,0.058
34,51.87,98.73,55.11,100.38,0,0,0,0.058
35,10.94,186.51,14.15,188.02,0,0,0,0.053
36,98.69,116.28,101.85,117.82,0,0,0,0.053
37,45.98,362.15,49.19,363.84,0,0,0,0.059
38,69.47,315.22,72.66,316.83,0,1,0,0.056
39,63.49,285.97,66.79,287.50,0,1,0,0.055
40,133.86,122.15,137.03,123.73,0,1,0,0.055
41,145.60,221.71,148.87,223.32,0,0,0,0.058
42,145.50,122.18,148.71,123.80,0,0,0,0.057
43,145.47,315.20,148.73,316.71,0,1,0,0.054
44,168.92,198.29,172.20,199.83,0,0,0,0.055
45,81.17,221.69,84.33,223.37,0,0,1,0.058
46,86.97,350.36,90.26,352.05,0,0,0,0.061
47,139.63,326.92,142.84,328.44,0,0,0,0.053
48,104.45,92.81,107.74,94.47,0,1,0,0.06
49,28.46,233.29,31.56,234.97,0,1,0,0.057
50,127.95,321.11,131.18,322.76,0,0,0,0.058
51,63.52,215.70,66.64,217.23,0,0,1,0.052
52,45.95,315.21,49.22,316.91,0,0,0,0.061
53,98.63,51.76,101.74,53.40,0,0,0,0.056
54,87.01,157.26,90.31,158.85,0,0,0,0.057
55,40.20,168.83,43.39,170.37,0,0,0,0.054
56,34.33,215.72,37.48,217.36,0,0,0,0.056
57,16.70,250.93,19.90,252.60,0,0,0,0.058
58,163.15,244.94,166.28,246.44,0,0,0,0.052
59,110.38,10.95,113.53,12.60,0,0,0,0.057
60,133.85,192.43,137.01,193.96,0,0,0,0.053
61,151.41,326.96,154.53,328.53,0,0,0,0.054
62,16.73,280.16,19.87,281.76,0,1,0,0.055
63,168.84,309.43,172.07,311.11,0,0,0,0.059
64,139.57,204.06,142.67,205.71,0,0,0,0.056
65,22.61,145.56,25.72,147.10,0,0,0,0.052
66,51.82,362.18,55.12,363.69,0,0,0,0.054
67,122.08,356.21,125.20,357.78,0,1,0,0.054
68,28.39,297.67,31.60,299.29,0,0,0,0.057
69,87.01,268.48,90.30,270.06,0,0,0,0.057
70,151.44,362.15,154.55,363.83,0,0,0,0.057
