,tl_x,tl_y,br_x,br_y,type,side,step,time
0,329.00,5.00,334.00,10.00,2,0,0,0.25
1,62.73,98.12,73.69,99.12,1,0,0,0.11
2,250.40,80.77,251.38,81.27,0,1,0,0.006
3,230.67,120.10,233.90,121.69,0,0,0,0.056
4,141.18,120.84,142.36,122.78,0,0,1,0.029
5,80.92,200.88,81.62,202.42,0,1,0,0.015
6,72.37,20.15,84.76,21.33,0,0,0,0.15
7,185.18,254.73,188.29,257.22,0,0,0,0.085
8,310.61,150.24,312.18,153.41,0,0,0,0.059
9,180.85,400.62,191.15,402.12,0,0,0,0.159
10,150.71,150.40,153.96,154.95,0,1,1,0.162
11,183.81,162.55,184.31,163.54,0,0,1,0.008
12,179.01,346.13,181.00,347.40,0,0,0,0.029
13,30.72,280.45,32.28,281.30,0,1,0,0.016
14,260.71,340.76,301.98,361.27,0,0,0,8.528
15,78.70,390.08,79.25,390.98,0,0,0,0.008
16,280.37,430.57,288.46,437.16,0,1,0,0.553
17,235.95,415.78,239.18,429.24,0,0,0,0.475
18,180.63,310.22,182.73,311.44,0,0,0,0.029
19,184.91,282.28,186.14,284.31,0,0,0,0.031
20,250.37,370.83,256.01,375.86,0,0,0,0.299
21,258.46,192.36,261.66,194.89,0,0,0,0.089
22,320.93,20.90,322.12,24.39,0,0,0,0.052
23,110.06,320.63,113.28,325.10,0,0,0,0.157
24,110.11,300.62,110.95,302.26,0,0,0,0.019
25,241.32,158.49,243.40,159.79,0,0,0,0.031
26,0.69,170.12,7.23,178.13,0,0,0,0.548
27,77.99,367.41,81.14,368.95,0,0,0,0.053
28,60.29,20.41,65.87,21.62,0,0,0,0.071
29,240.41,200.77,242.12,203.33,0,0,0,0.051
30,233.19,387.26,239.75,395.24,0,0,0,0.547
31,300.79,160.11,302.22,166.71,0,0,0,0.114
32,239.80,162.71,246.62,165.26,0,0,0,0.182
33,215.52,211.85,218.72,214.40,0,1,0,0.089
34,189.89,259.13,226.06,293.08,0,0,0,12.382
35,44.92,382.62,52.41,393.87,0,0,0,0.876
36,199.10,365.73,200.68,369.01,0,0,0,0.062
37,310.54,50.30,319.58,53.73,0,0,0,0.32
38,184.26,205.94,186.08,212.07,0,0,0,0.13
39,340.61,350.32,346.28,355.30,0,0,0,0.297
40,100.31,60.20,106.91,68.28,0,0,0,0.558
41,80.68,360.46,81.94,362.53,0,1,0,0.032
42,180.71,260.77,185.77,266.46,0,0,0,0.305
43,162.32,332.07,168.87,340.13,0,1,0,0.552
44,81.76,412.43,92.15,417.34,0,0,0,0.525
45,162.68,164.83,164.38,167.94,0,1,1,0.062
46,0.26,110.64,1.38,117.95,0,0,0,0.104
47,210.54,60.40,216.97,68.36,0,0,0,0.536
48,110.58,290.31,114.06,298.01,0,1,0,0.291
49,73.48,45.50,78.96,49.17,0,0,0,0.212
50,174.54,26.42,175.90,41.19,0,0,0,0.245
51,90.21,420.65,92.39,425.00,0,0,0,0.108
52,310.60,290.07,311.65,296.59,0,1,0,0.088
53,120.45,330.69,121.76,331.81,0,0,0,0.018
54,183.93,220.34,184.93,221.55,0,1,0,0.016
55,290.82,230.37,293.97,231.89,0,0,0,0.052
56,220.14,204.86,222.58,208.04,0,0,0,0.087
57,0.77,380.44,2.93,387.80,0,1,0,0.181
58,120.89,10.32,123.49,13.47,0,0,0,0.091
59,173.90,344.59,176.44,347.74,0,0,0,0.089
60,0.24,30.59,3.59,31.67,0,1,0,0.039
61,110.18,330.72,111.49,332.69,0,0,0,0.032
62,80.88,10.42,82.44,13.70,0,0,0,0.061
63,273.56,175.29,278.15,178.39,0,0,0,0.152
