,tl_x,tl_y,br_x,br_y,type,side,step,time
0,19.00,11.00,24.00,16.00,2,0,0,0.25
1,104.07,145.56,105.13,147.48,1,0,0,0.02
2,172.37,60.97,184.10,74.03,1,0,0,1.532
3,185.78,142.66,187.00,144.67,0,0,0,0.031
4,81.87,80.29,82.88,88.72,0,0,0,0.11
5,47.97,140.41,48.70,142.01,0,0,0,0.016
6,156.71,96.65,157.72,99.87,0,0,0,0.042
7,30.24,89.02,36.02,93.93,0,0,0,0.299
8,154.32,110.76,155.96,113.94,0,0,0,0.062
9,30.43,70.89,34.85,74.06,0,0,0,0.15
10,10.92,110.24,14.04,114.67,0,0,0,0.152
11,124.42,108.86,127.54,113.34,0,0,0,0.153
12,150.65,30.17,155.22,33.44,0,0,0,0.159
13,62.07,195.62,72.98,198.09,0,0,0,0.277
14,90.93,170.02,94.09,171.57,0,1,0,0.054
15,42.81,90.10,45.97,92.66,0,0,0,0.089
16,0.00,109.57,1.34,111.52,0,1,0,0.032
17,24.16,162.49,25.38,164.42,0,0,0,0.029
18,14.72,136.96,20.50,141.99,0,1,0,0.306
19,60.12,151.35,64.53,154.55,0,0,0,0.151
20,72.80,228.77,74.84,230.00,0,0,0,0.029
21,175.94,65.63,178.51,68.86,0,0,0,0.093
22,119.10,132.68,122.35,137.24,0,0,1,0.162
23,40.02,42.73,42.07,43.92,0,0,0,0.028
24,106.17,101.90,107.42,103.89,0,0,0,0.031
25,55.84,59.35,57.36,60.18,0,0,0,0.015
26,30.59,110.79,31.09,111.78,0,0,0,0.008
27,97.03,131.71,100.30,136.20,0,1,0,0.16
28,10.34,70.27,19.27,71.71,0,1,0,0.133
29,135.47,24.64,137.99,30.47,0,0,0,0.164
30,72.32,39.94,84.20,50.57,0,0,0,1.295
31,136.83,145.95,138.32,148.80,0,0,1,0.051
32,96.80,188.44,99.99,192.87,0,0,0,0.155
33,14.89,176.31,16.44,179.57,0,0,0,0.06
34,20.64,40.44,21.97,41.82,0,0,0,0.022
35,98.43,0.00,98.93,1.10,0,1,0,0.009
36,61.32,160.59,66.97,165.57,0,0,0,0.296
37,135.04,133.05,138.81,136.62,0,0,1,0.145
38,20.21,144.40,22.74,147.51,0,1,0,0.088
39,106.96,106.04,110.20,107.58,0,0,0,0.055
40,51.44,76.68,56.41,82.40,0,0,0,0.301
41,115.99,132.63,116.78,134.28,0,1,0,0.018
42,110.09,122.59,118.12,129.14,0,0,0,0.546
43,0.00,198.85,3.26,200.45,0,0,0,0.057
44,50.47,159.97,53.63,163.39,0,0,0,0.118
45,95.34,182.38,97.32,183.68,0,0,0,0.03
46,100.19,47.96,102.73,51.22,0,0,0,0.093
47,10.80,150.72,18.78,157.23,0,0,0,0.539
48,49.07,176.56,51.52,179.73,0,1,0,0.087
49,56.77,9.30,58.38,12.56,0,0,0,0.062
50,157.43,100.28,157.93,101.32,0,0,0,0.008
51,130.32,180.27,131.33,191.32,0,0,0,0.145
52,170.69,80.80,173.02,95.74,0,0,0,0.393
53,80.44,166.29,86.16,171.20,0,0,0,0.296
54,124.96,44.74,128.15,49.16,0,0,0,0.154
55,159.79,105.04,160.52,106.72,0,0,0,0.017
56,160.71,90.69,161.95,92.64,0,0,0,0.03
57,140.40,140.87,146.94,148.87,0,0,1,0.547
58,13.90,81.57,19.60,86.66,0,0,0,0.305
59,52.72,55.76,53.46,57.43,0,0,0,0.017
60,46.69,47.67,49.96,50.17,0,0,0,0.089
61,167.41,70.20,172.36,75.88,0,0,0,0.298
62,32.67,156.46,37.71,162.18,0,0,0,0.305
63,148.73,155.38,150.28,156.21,0,0,1,0.015
64,21.53,91.73,22.03,92.69,0,0,0,0.008
65,101.55,158.98,103.24,162.10,0,0,0,0.062
66,160.48,132.19,166.09,137.15,0,1,1,0.293
67,20.23,208.79,21.11,210.31,0,0,0,0.018
68,48.25,150.73,49.23,151.23,0,0,0,0.006
69,69.35,69.48,70.65,72.01,0,0,0,0.04
70,87.50,158.62,90.65,161.13,0,1,0,0.087
71,72.71,134.65,73.57,136.29,0,0,0,0.019
72,70.85,207.51,84.45,218.60,0,0,0,1.542
73,93.11,148.97,101.20,155.57,0,0,0,0.554
74,19.78,64.11,20.80,64.61,0,0,0,0.007
75,56.95,204.45,60.16,206.07,0,0,0,0.057
76,57.81,169.74,61.01,174.30,0,0,0,0.16
77,61.64,133.90,66.63,139.68,0,0,0,0.306
78,68.31,58.71,71.99,64.52,0,0,0,0.231
79,101.83,98.74,104.33,101.85,0,1,0,0.087
80,78.91,114.86,82.84,116.83,0,0,0,0.083
81,111.68,94.66,114.16,97.89,0,1,0,0.09
82,40.56,100.22,47.02,108.17,0,0,0,0.537
83,97.05,184.80,104.15,186.19,0,0,0,0.103
84,100.79,30.33,102.85,31.60,0,0,0,0.03
85,102.73,84.09,106.02,88.52,0,0,0,0.159
86,122.19,114.93,123.19,115.95,0,0,0,0.013
87,10.23,140.69,11.70,145.88,0,1,0,0.092
88,109.98,91.23,112.02,92.56,0,0,0,0.031
89,161.45,165.12,165.88,168.31,0,0,1,0.151
90,123.58,3.36,126.08,8.29,0,0,0,0.138
91,23.65,31.92,30.06,39.83,0,0,0,0.531
92,3.36,143.31,7.25,144.31,0,0,0,0.042
93,18.84,75.61,23.25,78.78,0,1,0,0.149
94,44.33,77.05,46.24,78.36,0,0,0,0.029
95,29.61,167.04,40.96,175.06,0,1,0,0.934
96,137.40,173.14,139.96,176.28,0,1,1,0.09
97,82.22,151.04,87.31,156.77,0,0,0,0.309
98,29.21,94.41,43.42,95.61,0,1,0,0.174
99,167.85,4.18,172.30,7.29,0,1,0,0.148
100,140.74,100.25,143.90,102.81,0,1,0,0.089
101,41.39,45.86,41.93,46.81,0,1,0,0.008
102,30.36,41.14,36.06,46.10,0,0,0,0.298
103,184.40,98.66,187.00,101.82,0,0,0,0.092
104,81.77,106.79,89.81,113.36,0,0,0,0.548
