,tl_x,tl_y,br_x,br_y,type,side,step,time
0,11.00,12.00,16.00,17.00,2,0,0,0.25
1,132.68,60.90,134.59,74.16,1,0,1,0.253
2,447.20,40.00,448.20,42.07,1,0,0,0.021
3,64.21,5.91,71.78,8.46,1,0,0,0.193
4,359.21,26.55,364.13,32.27,0,0,0,0.299
5,440.64,82.47,442.74,83.76,0,0,0,0.031
6,266.88,82.28,275.10,86.00,0,0,1,0.317
7,353.80,72.51,358.24,75.71,0,0,0,0.152
8,174.80,56.65,177.30,59.86,0,1,1,0.09
9,41.11,61.59,48.82,70.48,0,1,1,0.712
10,133.38,51.65,138.57,57.71,0,0,0,0.333
11,159.45,15.52,165.98,23.45,0,1,0,0.542
12,373.96,72.28,381.96,78.83,0,0,0,0.544
13,430.90,16.05,476.07,56.07,0,0,0,18.197
14,466.95,56.64,468.48,59.93,0,0,0,0.06
15,195.18,92.96,196.81,96.12,0,0,1,0.061
16,297.30,31.26,298.62,45.47,0,0,0,0.23
17,257.01,107.85,270.10,110.19,0,0,0,0.313
18,415.43,98.00,418.72,100.45,0,0,0,0.088
19,66.92,30.87,67.42,31.91,0,0,0,0.008
20,251.47,21.00,252.48,21.50,0,0,0,0.007
21,358.94,36.55,359.44,37.63,0,0,0,0.009
22,98.52,30.61,102.20,33.91,0,0,0,0.131
23,404.78,26.53,414.27,33.15,0,0,0,0.648
24,215.55,47.00,218.84,51.51,0,0,0,0.162
25,338.25,97.91,339.01,99.46,0,0,0,0.016
26,46.78,102.81,48.31,106.04,0,1,0,0.059
27,5.56,72.30,6.33,73.86,0,0,0,0.017
28,19.51,130.80,20.40,132.45,0,0,0,0.02
29,292.81,56.66,298.30,63.95,0,1,1,0.422
30,56.31,54.78,61.94,59.72,0,0,0,0.293
31,130.19,13.53,132.77,16.71,0,0,0,0.092
32,143.46,16.25,149.09,21.17,0,0,0,0.292
33,312.52,0.33,322.28,4.35,0,0,0,0.404
34,210.47,21.26,213.69,23.85,0,1,0,0.091
35,266.52,20.90,267.28,22.50,0,0,0,0.017
36,87.28,92.95,89.78,96.11,0,0,1,0.088
37,144.41,51.25,146.97,54.40,0,1,0,0.09
38,220.76,107.90,221.79,109.46,0,1,0,0.021
39,328.16,46.85,329.42,48.77,0,0,0,0.03
40,75.55,9.33,79.98,12.48,0,0,0,0.149
41,149.21,36.15,157.30,42.61,0,0,0,0.542
42,133.80,87.69,139.42,92.63,0,1,1,0.292
43,226.21,31.48,234.18,38.04,0,0,0,0.543
44,271.96,71.84,274.71,73.66,0,1,1,0.056
45,318.42,20.95,329.52,24.51,0,0,0,0.406
46,77.75,36.03,78.77,36.53,0,0,0,0.007
47,287.74,61.91,291.60,63.56,0,0,1,0.069
48,113.24,52.75,119.67,60.75,0,0,0,0.538
49,292.22,107.80,306.63,110.55,0,0,0,0.405
50,420.84,112.98,422.01,114.94,0,0,0,0.029
51,122.99,62.18,124.32,72.37,0,1,1,0.166
52,0.87,92.41,1.84,92.99,0,1,0,0.007
53,426.02,113.57,427.58,116.71,0,0,0,0.058
54,51.40,61.56,53.70,70.40,0,0,1,0.23
55,87.63,82.17,96.33,87.93,0,1,1,0.518
56,410.41,67.27,414.97,70.52,0,1,0,0.158
57,57.23,0.67,58.63,1.72,0,1,0,0.018
58,205.12,118.36,211.35,120.49,0,1,0,0.139
59,430.71,72.63,438.61,79.05,0,0,0,0.526
60,374.34,31.57,382.38,38.07,0,0,0,0.542
61,26.41,112.95,28.89,116.20,0,0,0,0.09
62,272.04,92.72,273.37,93.72,0,0,1,0.016
63,144.27,60.26,147.38,64.80,0,0,1,0.155
64,333.35,67.50,337.70,74.02,0,1,0,0.303
65,149.34,118.07,151.02,118.96,0,0,0,0.018
66,420.23,51.51,422.13,52.82,0,1,0,0.029
67,78.03,81.45,79.68,84.58,0,1,1,0.061
68,215.47,21.03,216.89,22.08,0,0,0,0.018
69,77.61,37.80,80.86,40.36,0,0,0,0.091
70,154.13,0.84,156.10,12.06,0,0,0,0.255
71,333.56,93.07,334.07,94.16,0,1,0,0.009
72,46.22,82.08,47.22,84.86,0,0,1,0.036
73,200.03,112.79,203.23,115.23,0,1,0,0.085
74,151.38,46.81,152.95,47.55,0,0,0,0.014
75,359.18,5.68,363.67,8.93,0,0,0,0.156
76,112.84,72.42,114.09,74.43,0,1,1,0.031
77,82.82,25.80,87.89,28.98,0,1,0,0.171
78,328.55,41.09,329.82,43.15,0,0,0,0.032
79,215.62,77.13,226.12,78.27,0,0,1,0.123
80,338.21,15.62,344.32,19.73,0,0,0,0.263
81,302.84,41.07,305.99,43.54,0,0,0,0.085
82,113.38,123.18,116.48,125.76,0,1,0,0.088
83,145.13,79.66,146.81,82.91,0,1,1,0.064
84,343.70,72.47,352.91,73.49,0,0,0,0.097
85,215.28,57.27,217.72,60.54,0,0,1,0.09
86,41.71,46.49,44.87,48.97,0,0,0,0.086
87,35.97,35.99,39.24,37.65,0,1,0,0.059
88,43.53,12.82,50.09,20.90,0,0,0,0.554
89,20.77,26.20,23.99,28.75,0,0,0,0.09
90,77.49,20.64,82.55,26.41,0,1,0,0.309
91,10.54,82.44,18.63,88.96,0,0,0,0.547
92,471.74,72.61,473.29,73.39,0,1,0,0.014
93,93.91,25.02,98.45,28.13,0,0,0,0.151
94,262.13,102.75,265.66,104.15,0,0,0,0.054
95,261.91,41.92,262.67,43.50,0,0,0,0.017
96,26.21,72.00,27.50,74.00,0,1,1,0.032
97,246.47,118.41,252.98,126.34,0,0,0,0.54
98,20.61,93.11,22.30,96.37,0,0,0,0.065
99,134.06,123.76,138.39,130.45,0,0,0,0.31
100,358.80,20.64,359.80,25.64,0,1,0,0.065
101,58.06,81.23,61.24,82.79,0,0,1,0.054
102,466.49,77.69,473.23,84.48,0,1,0,0.478
103,97.51,108.00,99.20,111.20,0,0,0,0.064
104,236.44,10.31,237.67,11.56,0,0,0,0.019
105,66.79,128.34,68.83,129.59,0,0,0,0.029
106,235.65,20.64,237.30,23.89,0,1,0,0.063
107,63.92,81.71,71.90,88.18,0,0,1,0.536
108,451.14,77.51,458.00,87.01,0,0,0,0.68
109,67.35,0.73,70.48,2.29,0,1,0,0.054
110,318.22,10.81,328.78,14.79,0,0,0,0.432
111,420.48,26.01,426.09,38.43,0,0,0,0.734
112,364.14,103.27,365.69,113.27,0,1,0,0.185
113,292.16,46.46,302.47,47.94,0,0,0,0.157
114,107.90,87.26,109.15,89.19,0,0,1,0.03
115,292.32,10.63,293.84,13.74,0,1,0,0.057
116,179.78,11.09,180.36,12.06,0,0,0,0.009
117,103.02,71.85,107.43,78.67,0,0,1,0.321
