,tl_x,tl_y,br_x,br_y,type,side,step,time
0,235.00,478.00,240.00,483.00,2,0,0,0.25
1,96.02,186.86,98.53,188.72,1,0,1,0.047
2,201.40,221.97,215.60,235.67,1,0,1,1.945
3,204.74,345.68,215.09,357.14,1,0,0,1.186
4,107.70,451.62,120.78,452.96,1,0,0,0.175
5,188.34,454.06,191.64,455.61,0,0,0,0.056
6,36.72,11.30,39.91,12.89,0,0,0,0.056
7,23.95,264.43,27.19,266.11,0,0,0,0.059
8,213.67,315.02,216.95,316.69,0,0,0,0.06
9,137.90,42.91,141.01,44.58,0,0,0,0.057
10,42.91,125.11,46.16,126.64,0,0,0,0.054
11,156.71,428.78,160.01,430.39,0,0,0,0.058
12,144.15,188.43,147.34,190.06,0,0,0,0.057
13,42.93,289.61,46.17,291.13,0,1,0,0.054
14,182.11,416.09,185.27,417.63,0,1,0,0.053
15,49.36,378.26,52.57,379.82,0,0,0,0.055
16,68.23,112.53,71.33,114.06,0,0,0,0.052
17,188.46,314.87,191.59,316.52,0,1,0,0.057
18,175.69,207.48,178.98,209.15,0,0,1,0.06
19,99.82,397.13,102.98,398.69,0,1,0,0.054
20,99.82,175.80,102.96,177.44,0,0,1,0.056
21,201.14,264.43,204.38,265.93,0,0,0,0.053
22,93.63,68.21,96.93,69.84,0,0,0,0.059
23,131.44,61.86,134.74,63.42,0,0,0,0.056
24,144.24,257.91,147.34,259.48,0,0,0,0.054
25,118.92,156.78,122.06,158.45,0,0,0,0.057
26,156.80,296.03,160.02,297.57,0,0,0,0.054
27,175.75,479.38,178.85,480.91,0,0,0,0.052
28,125.21,239.12,128.45,240.79,0,1,0,0.059
29,23.90,87.30,27.13,88.94,0,0,0,0.058
30,30.38,277.08,33.56,278.65,0,0,0,0.055
31,175.78,258.02,178.93,259.68,0,0,0,0.057
32,213.80,378.15,216.93,379.85,0,0,0,0.058
33,74.62,352.98,77.81,354.66,0,0,0,0.058
34,150.40,251.76,153.51,253.43,0,0,0,0.057
35,175.74,144.08,178.89,145.70,0,1,1,0.056
36,11.30,270.67,14.48,272.32,0,0,0,0.058
37,74.61,251.71,77.75,253.34,0,1,1,0.056
38,23.92,314.94,27.17,316.47,0,0,0,0.055
39,68.32,74.62,71.48,76.15,0,0,0,0.053
40,112.57,125.17,115.80,126.81,0,0,0,0.058
41,220.03,156.80,223.31,158.47,0,0,1,0.06
42,61.95,182.13,65.23,183.78,0,0,1,0.059
43,201.08,340.14,204.31,341.79,0,0,0,0.059
44,43.00,264.36,46.29,265.90,0,0,0,0.056
45,30.25,359.25,33.43,360.87,0,0,0,0.056
46,106.19,144.12,109.34,145.77,0,0,0,0.057
47,30.36,23.93,33.62,25.48,0,0,0,0.055
48,163.21,314.89,166.47,316.44,0,0,0,0.055
49,99.80,5.09,102.98,6.68,0,1,0,0.055
50,99.83,346.59,102.98,348.11,0,1,0,0.052
51,55.65,422.55,58.81,424.13,0,0,0,0.055
52,80.95,194.82,84.16,196.43,0,1,1,0.056
53,17.56,125.20,20.74,126.89,0,1,0,0.059
54,93.60,169.40,96.75,170.96,0,0,0,0.054
55,150.48,144.16,153.60,145.85,0,0,0,0.058
56,118.83,346.48,122.13,348.16,0,0,0,0.06
57,125.23,460.38,128.35,462.06,0,1,0,0.057
58,80.88,441.45,84.09,443.02,0,0,0,0.055
59,55.69,409.84,58.94,411.46,0,0,0,0.057
60,99.88,308.70,103.07,310.38,0,0,0,0.059
61,156.84,55.64,160.12,57.23,0,0,0,0.057
62,182.19,334.00,185.48,335.55,0,0,0,0.056
63,17.71,194.73,20.92,196.31,0,0,0,0.055
64,131.48,112.58,134.73,114.14,0,1,0,0.055
65,118.92,81.00,122.08,82.68,0,1,0,0.058
66,42.87,315.01,46.02,316.64,0,0,0,0.056
67,182.09,68.20,185.20,69.75,0,0,0,0.053
68,163.04,321.27,166.33,322.81,0,0,0,0.055
69,43.00,232.69,46.14,234.22,0,1,0,0.053
70,11.25,251.77,14.36,253.36,0,1,0,0.054
71,80.82,371.89,83.94,373.43,0,0,0,0.052
72,220.14,245.42,223.25,247.11,0,0,1,0.058
73,144.14,163.09,147.43,164.68,0,0,0,0.057
74,182.08,49.22,185.23,50.88,0,1,0,0.058
75,55.54,479.47,58.80,481.13,0,0,0,0.059
76,137.91,80.85,141.14,82.38,0,0,0,0.054
77,93.51,232.71,96.62,234.41,0,1,1,0.058
78,169.37,201.10,172.57,202.66,0,0,1,0.055
79,144.06,308.67,147.32,310.32,0,0,0,0.059
80,87.13,144.17,90.33,145.70,0,0,0,0.053
81,5.07,270.64,8.29,272.27,0,1,0,0.057
82,5.09,321.17,8.35,322.77,0,0,0,0.057
83,118.83,378.27,122.08,379.95,0,0,0,0.06
84,87.32,276.97,90.50,278.50,0,1,1,0.053
85,55.58,11.41,58.74,13.04,0,0,0,0.056
86,106.29,435.13,109.59,436.66,0,1,0,0.055
87,144.24,144.18,147.51,145.80,0,0,0,0.058
88,80.91,49.28,84.06,50.86,0,1,0,0.055
89,118.85,390.76,122.09,392.46,0,0,0,0.06
90,74.50,5.08,77.67,6.76,0,0,0,0.058
91,5.01,397.16,8.23,398.69,0,0,0,0.054
92,226.34,182.01,229.56,183.58,0,0,1,0.055
93,23.99,371.82,27.27,373.47,0,0,0,0.059
94,4.94,42.98,8.20,44.59,0,0,0,0.057
95,68.31,283.33,71.58,284.84,0,1,1,0.054
96,62.02,99.93,65.16,101.58,0,0,0,0.057
97,81.00,201.07,84.24,202.69,0,0,1,0.057
98,55.65,163.15,58.84,164.82,0,1,0,0.058
99,220.14,270.74,223.36,272.43,0,1,0,0.059
100,74.62,435.16,77.74,436.81,0,0,0,0.056
101,49.21,99.90,52.38,101.58,0,0,0,0.059
102,131.60,23.98,134.87,25.54,0,1,0,0.056
103,226.41,49.22,229.57,50.74,0,0,0,0.053
104,220.12,409.86,223.32,411.38,0,0,0,0.053
105,49.23,5.06,52.35,6.76,0,1,0,0.058
106,11.31,390.87,14.54,392.47,0,0,0,0.056
107,93.47,390.76,96.73,392.40,0,0,0,0.058
108,182.10,359.21,185.25,360.91,0,0,0,0.058
109,207.49,422.41,210.75,424.06,0,0,0,0.059
110,11.36,371.78,14.65,373.31,0,0,0,0.055
111,118.78,188.48,121.96,190.03,0,0,1,0.054
112,87.24,137.78,90.53,139.46,0,0,0,0.06
113,5.09,106.18,8.32,107.76,0,1,0,0.055
114,74.53,93.50,77.74,95.16,0,0,0,0.058
115,30.20,106.14,33.50,107.80,0,0,0,0.06
116,5.01,169.54,8.17,171.08,0,0,0,0.053
117,49.19,232.70,52.47,234.37,0,1,1,0.06
118,24.07,397.13,27.32,398.75,0,0,0,0.058
119,150.38,473.00,153.53,474.63,0,1,0,0.056
