,tl_x,tl_y,br_x,br_y,type,side,step,time
0,20.00,9.00,25.00,14.00,2,0,0,0.25
1,345.66,325.25,354.55,327.96,1,0,0,0.241
2,139.17,13.43,141.90,14.43,0,1,0,0.03
3,243.17,142.35,244.19,142.85,0,0,1,0.007
4,330.67,70.61,335.62,76.29,0,0,0,0.298
5,410.01,343.03,423.27,344.98,0,0,0,0.264
6,18.13,44.81,21.42,46.42,0,0,0,0.058
7,190.42,80.07,192.91,83.31,0,0,0,0.09
8,75.88,41.32,77.17,52.92,0,0,0,0.184
9,252.51,137.39,255.68,141.81,0,0,1,0.153
10,340.49,160.85,347.48,174.87,0,0,0,1.022
11,370.46,160.39,373.58,162.97,0,0,0,0.088
12,170.95,250.22,175.45,253.50,0,0,0,0.157
13,440.73,60.73,446.38,65.64,0,0,0,0.292
14,279.79,29.39,286.48,36.04,0,0,0,0.465
15,403.61,383.02,408.53,388.74,0,0,0,0.299
16,92.21,60.63,104.21,70.18,0,0,0,1.175
17,270.59,260.17,277.17,268.14,0,0,0,0.548
18,45.21,459.94,53.40,472.00,0,0,0,1.024
19,175.90,80.80,179.03,83.29,0,0,0,0.085
20,149.59,416.20,150.35,417.71,0,0,0,0.016
21,371.82,346.27,372.55,347.96,0,0,0,0.017
22,172.73,425.43,174.01,427.47,0,0,0,0.032
23,425.81,328.97,429.05,333.54,0,1,0,0.162
24,250.36,60.58,257.75,63.55,0,0,0,0.228
25,149.51,429.95,163.48,438.70,0,1,0,1.249
26,300.32,260.94,306.80,268.84,0,0,0,0.536
27,90.34,0.55,92.25,1.88,0,0,0,0.029
28,440.62,210.33,446.29,215.26,0,0,0,0.294
29,420.21,220.67,421.21,230.64,0,0,0,0.13
30,44.74,55.70,46.21,57.13,0,0,0,0.025
31,290.88,169.47,294.04,171.05,0,0,0,0.055
32,220.11,420.89,222.70,424.03,0,0,0,0.091
33,210.59,40.64,213.70,43.08,0,0,0,0.083
34,112.51,193.56,113.46,194.11,0,0,0,0.007
35,254.96,156.06,264.28,164.86,0,0,1,0.847
36,262.22,119.91,263.61,129.02,0,0,1,0.154
37,98.86,46.71,102.64,50.71,0,0,0,0.163
38,264.85,198.74,274.47,205.44,0,0,1,0.665
39,423.04,333.10,424.55,333.96,0,0,0,0.016
40,163.27,185.25,165.02,186.44,0,0,0,0.024
41,42.73,42.25,43.72,42.75,0,1,0,0.006
42,340.23,200.47,343.48,202.06,0,0,0,0.056
43,300.80,110.50,304.03,112.02,0,0,0,0.054
44,66.26,74.21,74.27,80.73,0,1,0,0.542
45,229.50,262.02,231.14,262.82,0,0,0,0.016
46,178.53,413.83,180.09,414.93,0,1,0,0.02
47,360.16,90.30,363.46,91.85,0,0,0,0.056
48,200.80,30.10,202.39,30.84,0,0,0,0.014
49,480.87,10.11,485.85,15.85,0,0,0,0.303
50,42.24,38.18,43.80,38.89,0,0,0,0.013
51,191.47,407.57,199.42,414.07,0,0,0,0.536
52,40.38,160.37,44.20,161.79,0,0,0,0.059
53,460.37,390.63,463.79,392.25,0,0,0,0.06
54,204.61,130.40,207.16,133.61,0,0,1,0.091
55,270.16,180.54,278.06,187.09,0,0,0,0.537
56,196.40,430.54,197.19,432.05,0,0,0,0.016
57,214.82,164.21,219.81,169.89,0,1,1,0.3
58,130.77,340.19,135.25,343.39,0,0,0,0.153
59,290.46,70.26,296.94,78.26,0,0,0,0.542
60,41.28,43.76,44.44,48.29,0,0,0,0.157
61,140.35,380.14,141.08,381.69,0,0,0,0.016
62,163.14,193.73,169.69,201.78,0,0,1,0.551
63,140.86,360.64,142.95,361.97,0,0,0,0.032
64,120.13,70.33,122.54,73.50,0,0,0,0.086
65,271.40,439.02,280.59,441.28,0,1,0,0.214
66,282.22,36.31,287.32,42.05,0,0,0,0.31
67,167.44,389.13,169.98,392.29,0,0,0,0.09
68,470.54,340.90,472.54,342.15,0,1,0,0.029
69,40.42,250.29,43.53,254.87,0,0,0,0.156
70,50.27,170.60,55.16,183.36,0,0,0,0.662
71,210.79,150.10,212.31,153.34,0,0,1,0.059
72,140.67,50.22,141.93,52.18,0,0,0,0.031
73,244.33,430.30,248.91,433.44,0,1,0,0.153
74,180.21,140.74,181.49,142.72,0,0,1,0.031
75,238.97,124.92,243.47,128.08,0,0,1,0.152
76,103.74,236.63,114.53,242.37,0,0,0,0.637
77,140.68,426.30,141.98,434.80,0,0,0,0.136
78,155.34,412.39,158.53,416.97,0,0,0,0.16
79,470.75,440.33,471.65,440.83,0,1,0,0.006
80,40.14,320.93,49.03,333.88,0,0,0,1.19
81,410.08,420.46,423.27,422.84,0,0,0,0.321
82,200.22,380.06,201.20,380.63,0,0,0,0.007
83,100.07,240.59,103.25,245.08,0,0,0,0.156
84,50.42,430.18,52.02,430.89,0,0,0,0.013
85,120.65,50.26,123.93,62.10,0,0,0,0.424
86,239.88,246.35,241.22,248.43,0,0,0,0.034
87,44.16,452.79,47.30,457.24,0,0,0,0.153
88,388.45,357.72,391.63,360.20,0,1,0,0.086
89,300.36,400.31,301.12,401.93,0,0,0,0.017
90,310.43,80.76,315.05,86.30,0,0,0,0.273
91,400.41,50.15,402.00,53.39,0,0,0,0.061
92,250.58,110.51,255.29,111.67,0,0,0,0.058
93,430.16,280.21,439.45,281.30,0,0,0,0.105
94,151.73,151.57,153.27,152.41,0,1,0,0.015
95,40.79,280.11,43.25,283.28,0,0,0,0.087
96,120.38,270.39,124.97,273.51,0,0,0,0.153
97,440.77,320.51,441.88,329.61,0,0,0,0.128
98,330.58,320.20,331.59,322.80,0,0,0,0.034
99,421.80,333.17,422.30,334.13,0,1,0,0.008
100,460.91,450.78,462.99,452.03,0,1,0,0.03
101,50.11,400.79,55.04,406.52,0,0,0,0.3
102,110.91,410.41,117.20,419.11,0,0,0,0.573
103,25.21,441.24,26.35,450.42,0,0,0,0.132
104,230.76,420.56,232.28,421.43,0,0,0,0.016
105,159.38,441.78,167.29,448.23,0,1,0,0.53
106,190.80,300.56,192.83,301.89,0,0,0,0.031
107,150.40,190.38,151.40,195.12,0,0,0,0.062
108,120.90,130.74,130.78,136.21,0,1,0,0.557
109,30.14,400.37,31.71,403.55,0,0,0,0.059
110,286.90,205.02,288.53,205.80,0,0,0,0.015
111,275.13,430.41,279.60,433.54,0,0,0,0.149
112,240.73,230.79,246.52,235.75,0,0,0,0.302
113,70.29,70.15,70.79,71.15,0,0,0,0.008
114,80.88,280.50,95.71,293.94,0,0,0,2.033
115,210.58,180.55,213.77,183.05,0,0,1,0.087
116,128.80,175.67,143.02,189.54,0,0,0,2.014
117,401.92,375.98,407.70,381.08,0,0,0,0.31
118,140.91,443.58,143.38,446.74,0,0,0,0.088
119,110.21,140.46,113.36,144.89,0,1,0,0.153
120,120.66,160.45,123.23,163.56,0,0,0,0.089
121,159.73,410.87,160.86,412.34,0,0,0,0.021
122,240.93,180.64,248.35,183.39,0,0,1,0.212
123,99.24,72.79,101.68,75.93,0,0,0,0.086
124,350.45,40.42,355.38,48.67,0,0,0,0.431
125,30.48,350.86,31.18,352.48,0,1,0,0.016
126,202.61,201.89,205.78,203.50,0,0,1,0.056
127,265.78,45.54,267.77,46.80,0,0,0,0.029
128,26.76,14.81,29.88,17.31,0,0,0,0.086
129,130.17,380.79,133.36,385.37,0,0,0,0.16
130,400.06,90.15,406.54,98.20,0,0,0,0.546
131,280.93,300.73,285.88,306.53,0,0,0,0.304
132,260.76,100.95,264.01,105.36,0,0,0,0.157
133,142.31,422.13,142.82,423.18,0,0,0,0.009
134,70.16,460.80,78.16,467.28,0,0,0,0.538
135,400.13,270.70,401.26,281.80,0,0,0,0.159
136,12.27,44.73,14.82,47.91,0,1,0,0.091
137,327.05,454.35,334.91,463.73,0,0,0,0.765
138,257.96,262.10,261.18,263.60,0,0,0,0.053
139,0.06,210.30,3.90,211.40,0,0,0,0.046
140,370.32,280.63,373.53,283.19,0,0,0,0.09
141,69.70,31.46,77.74,37.93,0,0,0,0.54
142,430.58,50.40,436.34,55.47,0,0,0,0.307
143,252.65,65.24,257.62,71.02,0,0,0,0.305
144,330.91,0.82,334.06,3.26,0,0,0,0.084
145,281.75,470.84,283.85,472.00,0,0,0,0.028
146,149.58,12.50,152.68,14.12,0,0,0,0.055
147,260.09,180.87,264.08,183.81,0,0,1,0.126
148,350.24,30.77,352.43,35.49,0,0,0,0.118
149,423.67,350.73,426.87,352.38,0,0,0,0.058
150,440.65,430.16,445.56,435.76,0,0,0,0.292
151,70.22,120.38,78.25,126.93,0,1,0,0.546
152,450.40,270.89,451.59,271.99,0,0,0,0.016
153,250.60,260.86,253.78,263.38,0,0,0,0.088
154,193.36,144.70,198.96,149.63,0,0,1,0.291
155,360.84,210.63,367.62,212.29,0,0,0,0.118
156,240.49,340.54,289.58,390.51,0,0,0,24.68
157,421.84,372.81,422.98,373.87,0,0,0,0.015
158,109.54,32.83,117.60,39.32,0,0,0,0.543
159,480.38,150.15,485.88,151.88,0,1,0,0.1
160,0.88,170.51,2.11,172.60,0,1,0,0.032
161,180.13,400.22,183.43,404.76,0,0,0,0.163
162,275.77,199.45,277.02,201.53,0,0,0,0.032
163,139.93,411.60,143.10,413.22,0,0,0,0.056
164,450.77,30.79,455.20,34.05,0,0,0,0.154
165,172.07,381.44,175.19,386.04,0,1,0,0.157
166,420.44,80.68,421.69,82.65,0,0,0,0.031
167,40.80,310.81,48.82,317.32,0,0,0,0.542
168,164.21,18.78,169.14,24.44,0,0,0,0.296
169,111.48,281.11,112.50,283.18,0,0,0,0.027
170,150.83,380.61,156.48,385.65,0,0,0,0.3
171,340.59,250.53,342.25,251.26,0,0,0,0.014
172,59.48,31.41,67.55,37.82,0,1,0,0.537
173,268.60,177.75,281.72,180.05,0,0,1,0.309
174,283.60,90.85,284.82,92.88,0,1,0,0.031
175,387.49,346.80,389.17,350.08,0,0,0,0.065
176,340.14,40.25,348.14,46.71,0,1,0,0.536
177,273.60,454.20,276.89,464.93,0,0,0,0.385
178,260.51,140.86,263.09,144.03,0,0,1,0.091
179,139.43,65.19,142.61,69.71,0,0,0,0.157
180,287.32,175.04,293.28,176.10,0,0,0,0.066
181,290.26,400.07,291.28,400.59,0,0,0,0.007
182,480.92,290.51,487.35,298.43,0,0,0,0.533
183,100.80,180.65,102.41,183.94,0,1,0,0.063
184,79.55,34.53,80.73,36.57,0,0,0,0.03
185,450.78,420.33,457.34,428.30,0,1,0,0.547
186,181.28,418.16,182.31,424.74,0,0,0,0.088
187,152.36,423.93,153.50,425.50,0,1,0,0.023
188,130.43,290.27,133.71,292.83,0,0,0,0.092
189,174.12,454.01,175.14,459.79,0,0,0,0.076
190,128.48,47.93,130.53,49.26,0,0,0,0.031
191,360.40,0.20,363.78,9.11,0,1,0,0.328
192,36.79,68.62,41.24,71.76,0,0,0,0.149
193,158.20,243.59,159.28,244.09,0,0,0,0.007
194,380.14,350.50,381.16,356.37,0,0,0,0.077
195,370.12,400.64,373.00,405.41,0,0,0,0.152
196,220.19,370.82,228.20,377.39,0,0,0,0.546
197,460.11,430.07,462.67,433.33,0,0,0,0.093
198,370.27,220.14,379.74,234.98,0,1,0,1.45
199,450.18,10.53,462.02,16.76,0,0,0,0.756
200,177.98,164.19,179.40,173.45,0,0,1,0.159
201,230.59,140.63,233.76,142.30,0,0,1,0.058
