,tl_x,tl_y,br_x,br_y,type,side,step,time
0,159.00,17.00,164.00,22.00,2,0,0,0.25
1,70.06,280.75,73.03,293.52,1,0,0,0.379
2,79.07,24.32,84.15,29.53,1,0,0,0.265
3,75.00,14.65,84.70,20.00,1,0,0,0.519
4,0.15,53.07,45.53,97.26,0,0,0,20.186
5,119.19,251.49,128.53,256.74,0,0,0,0.506
6,54.01,262.83,57.22,265.39,0,0,0,0.09
7,67.60,152.78,70.85,157.36,0,1,0,0.163
8,20.59,198.80,21.84,200.79,0,0,0,0.031
9,27.33,251.62,28.67,253.53,0,0,0,0.031
10,63.23,46.38,67.65,49.57,0,0,0,0.151
11,65.29,59.89,79.14,61.50,0,0,0,0.228
12,152.94,105.82,156.14,107.42,0,0,0,0.056
13,145.80,113.14,148.24,116.41,0,1,0,0.09
14,81.32,239.19,82.49,241.25,0,0,0,0.03
15,64.71,119.98,65.92,121.88,0,0,0,0.029
16,54.58,17.42,57.17,20.61,0,0,0,0.092
17,34.25,228.02,34.82,229.02,0,0,0,0.009
18,80.20,7.08,84.80,10.19,0,0,0,0.152
19,132.37,99.99,140.44,106.59,0,1,0,0.552
20,122.94,292.43,123.66,294.03,0,0,0,0.016
21,146.34,211.86,156.36,223.53,0,0,1,1.204
22,46.82,6.67,47.83,7.67,0,1,0,0.013
23,134.41,279.33,140.94,287.25,0,0,0,0.541
24,86.61,93.38,99.63,97.12,0,0,1,0.498
25,94.36,100.18,106.75,103.68,0,1,1,0.444
26,80.05,66.52,80.55,67.43,0,1,0,0.007
27,109.67,124.99,116.12,132.92,0,0,1,0.535
28,167.36,293.03,169.00,293.91,0,0,0,0.017
29,66.48,185.76,68.04,186.55,0,0,0,0.015
30,159.27,106.08,160.46,115.02,0,0,0,0.133
31,101.98,137.20,103.60,140.36,0,0,1,0.061
32,142.20,237.03,147.12,242.71,0,0,1,0.296
33,4.41,161.38,11.61,175.50,0,0,0,1.059
34,60.93,138.21,65.89,143.86,0,0,0,0.297
35,92.74,277.89,95.68,280.12,0,1,0,0.072
