,tl_x,tl_y,br_x,br_y,type,side,step,time
0,151.00,163.00,156.00,168.00,2,0,0,0.25
1,147.10,163.31,155.04,169.77,0,0,0,0.532
2,244.02,146.35,251.94,152.89,0,0,0,0.538
3,220.30,100.44,222.43,101.94,0,0,0,0.036
4,241.83,102.98,247.94,104.59,0,0,0,0.103
5,133.81,144.04,135.02,145.99,0,0,0,0.029
6,370.49,10.76,377.06,18.79,0,0,0,0.552
7,229.08,139.97,230.25,142.20,0,1,0,0.033
8,290.54,130.73,345.01,172.64,0,1,1,22.954
9,110.33,60.18,185.23,127.74,0,0,0,50.805
10,400.78,30.72,411.44,32.78,0,0,0,0.226
11,134.00,169.41,137.23,174.00,0,0,0,0.162
12,284.19,149.71,286.54,151.35,0,0,1,0.043
13,0.63,60.81,1.41,62.41,0,0,0,0.017
14,103.70,90.52,106.96,92.18,0,0,0,0.059
15,133.71,47.90,134.21,48.89,0,1,0,0.008
16,260.64,106.98,267.12,115.07,0,0,0,0.549
17,310.55,110.42,315.12,113.67,0,0,0,0.158
18,282.63,125.87,284.31,128.89,0,0,1,0.06
19,237.95,131.34,238.45,132.35,0,0,0,0.008
20,175.54,142.40,180.50,148.16,0,0,0,0.303
21,229.04,96.75,229.85,98.25,0,0,0,0.017
22,164.91,47.07,165.78,48.74,0,0,0,0.02
23,0.71,120.53,1.93,122.56,0,0,0,0.031
24,189.51,99.39,204.37,101.31,0,0,0,0.291
25,50.18,30.69,98.36,92.08,0,1,0,29.762
26,40.86,10.52,42.40,20.72,0,0,0,0.188
27,268.91,124.08,272.62,129.32,0,0,1,0.21
28,287.77,164.33,288.69,164.83,0,0,1,0.006
29,354.12,80.85,356.52,84.00,0,0,0,0.085
30,169.85,134.23,172.41,137.48,0,0,0,0.093
31,271.91,94.23,272.76,95.73,0,1,0,0.017
32,82.88,96.55,87.41,100.23,0,1,0,0.178
33,146.35,153.04,149.53,155.54,0,0,0,0.087
34,60.16,116.73,60.97,118.34,0,0,0,0.018
35,217.61,93.60,223.25,98.51,0,0,0,0.292
36,180.19,150.30,185.97,155.35,0,0,0,0.307
37,288.96,117.78,289.55,118.86,0,0,0,0.01
38,310.49,50.34,351.28,104.55,0,0,0,22.275
39,188.57,173.44,189.58,174.00,0,0,0,0.007
40,215.73,68.68,224.21,69.68,0,0,0,0.088
41,150.52,150.92,155.84,159.78,0,0,0,0.498
42,265.81,84.79,271.56,89.79,0,0,0,0.302
43,238.42,154.13,239.75,156.19,0,0,0,0.034
44,413.41,133.69,419.06,138.69,0,0,0,0.297
45,286.96,145.77,288.52,149.06,0,1,1,0.061
46,10.70,90.19,23.90,91.23,0,0,0,0.14
47,190.71,0.52,250.90,28.33,0,0,0,16.825
48,210.67,30.94,250.78,65.63,0,0,0,14.02
49,215.50,69.95,218.75,72.54,0,0,0,0.092
50,133.47,50.69,134.66,52.62,0,0,0,0.029
51,257.85,119.49,258.44,120.57,0,0,0,0.01
52,157.12,48.15,162.74,53.12,0,0,0,0.294
53,413.56,108.80,415.09,111.96,0,0,0,0.058
