,tl_x,tl_y,br_x,br_y,type,side,step,time
0,150.00,2.00,155.00,7.00,2,0,0,0.25
1,137.62,95.18,140.18,96.35,1,0,1,0.03
2,116.70,101.29,121.98,115.90,1,0,1,0.771
3,91.44,138.90,94.61,140.59,0,0,0,0.059
4,19.12,43.26,21.10,44.56,0,1,0,0.03
5,110.28,135.23,118.27,141.75,0,0,1,0.541
6,5.96,35.17,14.03,41.74,0,1,0,0.55
7,74.95,38.78,81.46,46.87,0,0,0,0.551
8,92.62,134.71,93.70,135.21,0,0,0,0.007
9,120.62,80.59,140.89,141.87,0,1,1,12.605
10,105.05,108.88,116.05,123.74,0,1,1,1.679
11,123.20,58.63,125.77,61.80,0,0,0,0.091
12,101.42,38.04,102.42,44.01,0,1,0,0.078
13,117.17,61.98,119.08,63.32,0,0,0,0.03
14,119.31,109.48,120.57,111.39,0,0,1,0.03
15,115.50,69.04,122.06,77.02,0,1,0,0.547
16,138.96,49.85,140.14,51.87,0,0,0,0.03
17,70.34,50.16,73.45,51.69,0,0,0,0.052
18,110.95,10.07,160.81,48.30,0,0,0,19.176
19,79.97,145.18,84.93,150.83,0,0,0,0.297
20,16.13,14.78,21.10,20.49,0,1,0,0.301
21,116.97,84.60,117.57,85.55,0,0,0,0.009
22,144.22,116.86,146.12,118.20,0,1,1,0.029
23,119.12,67.53,128.54,68.84,0,0,0,0.127
24,43.05,25.82,47.52,29.01,0,0,0,0.152
25,64.10,65.25,64.84,66.77,0,0,0,0.016
26,107.19,156.91,110.38,158.60,0,0,0,0.059
27,40.84,20.34,41.74,21.89,0,0,0,0.019
28,11.57,54.95,12.60,55.45,0,1,0,0.007
29,65.45,162.08,68.69,166.60,0,0,0,0.16
30,146.72,163.39,148.80,164.68,0,0,0,0.031
31,20.61,0.91,22.16,4.04,0,0,0,0.058
32,101.46,19.31,105.78,32.24,0,0,0,0.597
33,42.17,14.96,43.09,15.46,0,0,0,0.006
34,20.28,130.87,23.75,134.40,0,0,0,0.133
35,73.62,100.61,75.65,101.86,0,0,0,0.029
36,28.54,31.62,29.55,33.77,0,0,0,0.028
37,30.42,64.30,31.39,64.81,0,0,0,0.006
38,50.05,110.21,52.05,111.54,0,0,0,0.031
39,76.89,57.47,77.93,58.04,0,0,0,0.008
40,80.61,140.82,91.26,141.97,0,1,0,0.126
41,0.00,20.17,0.93,20.73,0,0,0,0.007
42,62.16,8.12,64.85,21.14,0,0,0,0.389
43,93.83,80.05,94.33,81.11,0,1,0,0.008
44,70.42,140.81,72.36,142.06,0,0,0,0.028
45,82.14,61.14,85.36,65.57,0,0,0,0.156
46,98.42,108.91,101.65,113.46,0,1,0,0.161
47,70.55,59.25,76.15,64.27,0,0,0,0.296
48,94.65,14.85,97.88,16.37,0,0,0,0.054
49,30.64,13.58,35.13,16.78,0,0,0,0.153
50,75.38,139.20,79.91,140.36,0,1,0,0.056
51,55.09,88.57,66.83,96.14,0,0,0,0.911
52,75.55,37.19,77.13,38.02,0,0,0,0.016
53,21.03,75.32,35.38,77.01,0,0,0,0.248
54,102.64,97.70,103.65,98.87,0,0,0,0.015
55,94.99,143.58,95.86,145.09,0,0,0,0.018
56,61.45,97.12,67.24,102.09,0,0,0,0.303
57,44.08,79.75,47.20,82.18,0,0,0,0.083
58,150.77,81.89,152.72,83.10,0,0,0,0.027
59,41.43,36.85,49.49,43.32,0,1,0,0.541
60,112.36,100.11,113.09,101.76,0,0,0,0.017
61,25.96,40.77,31.71,45.79,0,0,0,0.304
62,119.53,144.08,120.49,144.60,0,0,0,0.007
63,92.79,108.75,93.82,109.35,0,0,0,0.008
64,91.78,69.25,94.25,72.38,0,1,0,0.087
65,70.67,110.95,77.09,116.22,0,0,0,0.354
66,54.01,103.78,54.78,105.46,0,0,0,0.018
67,81.04,90.84,85.48,93.97,0,0,0,0.148
68,76.38,88.10,77.40,88.60,0,0,0,0.007
69,92.07,21.59,93.72,22.40,0,1,0,0.016
70,159.72,139.52,163.00,141.92,0,0,0,0.086
71,52.94,61.21,54.47,64.39,0,0,0,0.058
72,162.30,88.66,163.00,90.27,0,0,0,0.016
73,42.68,20.33,45.89,24.86,0,1,0,0.159
74,128.76,0.00,131.32,3.17,0,0,0,0.091
75,85.05,13.31,89.64,16.42,0,0,0,0.152
76,100.66,60.30,103.85,62.72,0,0,0,0.084
77,83.59,80.07,85.60,81.37,0,0,0,0.03
78,0.84,150.95,9.68,152.14,0,0,0,0.109
79,30.70,59.33,32.71,60.52,0,1,0,0.027
80,116.49,90.50,119.02,93.73,0,0,1,0.091
81,86.93,32.50,88.36,33.57,0,0,0,0.019
82,98.28,99.18,100.20,100.41,0,0,0,0.027
83,93.25,54.88,95.33,56.21,0,0,0,0.032
84,47.74,0.00,55.72,6.50,0,0,0,0.538
85,9.79,49.43,15.09,53.32,0,0,0,0.218
86,97.99,18.00,101.23,22.56,0,0,0,0.161
87,95.09,136.00,96.26,138.78,0,0,0,0.041
88,118.17,54.23,119.71,55.05,0,0,0,0.015
89,16.14,27.95,19.35,29.46,0,1,0,0.053
90,140.31,70.71,142.85,73.84,0,0,0,0.089
91,29.74,109.05,30.32,109.97,0,0,0,0.008
92,75.03,27.51,76.34,29.51,0,0,0,0.032
93,103.35,0.59,104.19,2.20,0,0,0,0.018
94,142.32,58.03,143.08,59.55,0,0,0,0.016
95,55.35,164.54,58.48,169.00,0,0,0,0.153
96,90.74,135.23,93.85,136.75,0,0,0,0.052
97,39.89,14.11,40.87,14.61,0,0,0,0.006
98,83.08,119.77,95.20,121.02,0,0,0,0.155
99,60.49,77.55,66.89,85.50,0,0,0,0.533
100,10.62,60.90,15.14,64.15,0,0,0,0.157
101,83.63,99.43,85.25,100.24,0,0,0,0.016
102,91.27,114.63,92.89,117.85,0,0,0,0.062
103,0.00,72.62,2.28,73.64,0,1,0,0.026
104,75.75,71.40,76.79,71.90,0,1,0,0.007
105,101.56,76.31,108.15,84.29,0,1,0,0.55
106,111.71,60.39,116.74,66.08,0,0,0,0.303
107,104.48,145.69,105.52,146.29,0,0,0,0.008
108,102.37,65.03,103.52,66.28,0,0,0,0.018
109,104.17,93.80,105.03,95.39,0,0,0,0.018
110,125.66,63.97,128.51,66.06,0,0,0,0.066
111,96.04,99.34,97.00,99.84,0,0,0,0.006
112,89.84,0.00,90.85,0.50,0,0,0,0.007
113,63.22,68.47,64.24,68.98,0,0,0,0.007
114,86.83,78.34,88.37,81.54,0,0,0,0.059
115,133.49,53.18,139.21,58.22,0,1,0,0.303
116,88.02,68.55,89.24,70.50,0,0,0,0.03
117,52.72,106.24,59.46,111.08,0,0,0,0.341
118,38.13,5.69,41.27,7.26,0,0,0,0.054
119,43.12,13.03,44.37,14.96,0,0,0,0.03
120,76.44,73.21,77.99,74.01,0,0,0,0.015
121,85.15,81.40,85.65,82.33,0,1,0,0.007
122,53.04,80.93,55.09,82.26,0,0,0,0.031
123,151.96,72.98,158.52,81.02,0,0,0,0.552
124,27.11,20.30,27.94,21.98,0,1,0,0.019
125,70.85,46.35,74.00,48.00,0,0,0,0.057
126,40.80,70.41,41.80,75.65,0,0,0,0.068
127,20.61,50.53,25.60,56.14,0,0,0,0.297
128,87.07,66.28,87.85,67.80,0,0,0,0.016
129,78.30,21.51,79.62,23.57,0,0,0,0.033
130,58.91,49.48,66.86,55.95,0,0,0,0.534
131,99.53,140.21,108.29,145.46,0,0,0,0.476
132,93.29,59.47,98.22,65.09,0,0,0,0.294
133,30.47,140.90,32.15,144.07,0,0,0,0.063
134,130.49,150.54,137.00,158.49,0,0,0,0.541
135,52.75,114.11,54.28,117.27,0,0,0,0.058
136,42.41,73.58,45.69,78.00,0,0,0,0.158
137,94.76,107.30,96.35,110.43,0,0,0,0.059
138,15.67,34.99,22.16,43.06,0,1,0,0.548
139,117.47,51.09,118.25,52.72,0,0,0,0.018
140,58.74,27.40,61.31,30.68,0,0,0,0.094
141,104.09,72.50,107.20,74.01,0,0,0,0.051
142,89.83,160.91,90.80,161.41,0,0,0,0.006
143,21.38,64.91,27.87,72.89,0,0,0,0.542
144,50.90,90.16,52.70,99.00,0,0,0,0.186
145,20.77,60.32,24.66,62.26,0,1,0,0.081
146,141.12,133.62,142.39,135.69,0,0,1,0.032
147,69.70,138.66,70.74,139.16,0,1,0,0.007
148,107.27,61.38,110.51,65.79,0,0,0,0.156
149,60.17,126.35,65.16,132.00,0,0,0,0.299
150,121.40,77.83,122.66,79.76,0,0,0,0.03
151,117.09,77.37,120.31,81.93,0,0,0,0.161
152,61.10,134.52,61.60,135.51,0,0,0,0.008
153,78.38,99.63,80.28,100.94,0,0,0,0.029
154,12.91,10.16,14.49,10.88,0,0,0,0.014
155,83.71,21.10,84.81,21.68,0,0,0,0.008
156,68.51,60.69,69.83,62.64,0,1,0,0.032
157,98.72,92.92,100.27,95.93,0,0,0,0.056
158,122.52,148.49,125.06,151.60,0,0,0,0.088
159,73.28,81.01,77.82,84.21,0,0,0,0.155
160,83.33,41.18,84.98,44.38,0,1,0,0.062
161,38.24,49.96,41.48,51.53,0,0,0,0.056
162,23.78,0.00,24.29,0.96,0,1,0,0.008
163,82.09,112.90,85.58,117.59,0,0,0,0.178
164,67.86,12.82,69.86,13.97,0,0,0,0.026
165,102.24,99.85,102.74,100.89,0,0,0,0.008
166,23.15,13.63,26.28,18.06,0,0,0,0.152
167,47.10,15.64,53.60,23.60,0,0,0,0.541
