,tl_x,tl_y,br_x,br_y,type,side,step,time
0,19.00,17.00,24.00,22.00,2,0,0,0.25
1,248.69,190.38,255.39,203.06,1,0,0,0.85
2,67.99,215.16,74.19,219.56,1,0,0,0.273
3,302.98,19.99,306.69,34.78,1,0,0,0.549
4,258.09,436.07,259.16,439.46,0,0,0,0.046
5,252.17,138.55,253.41,139.72,0,0,0,0.018
6,192.09,389.46,250.05,432.63,0,1,1,25.151
7,120.75,228.00,128.81,234.46,0,0,0,0.54
8,357.62,258.43,359.69,259.61,0,0,0,0.028
9,0.10,90.19,8.19,96.66,0,0,0,0.543
10,275.76,257.97,278.94,260.47,0,1,0,0.087
11,24.36,114.58,30.92,122.51,0,0,0,0.544
12,312.15,306.39,316.69,309.63,0,0,1,0.157
13,113.99,6.84,115.49,9.99,0,0,0,0.057
14,251.66,396.12,254.83,398.59,0,1,1,0.086
15,174.05,126.65,177.18,129.18,0,0,0,0.087
16,364.78,56.91,366.35,60.11,0,0,0,0.06
17,371.68,18.28,379.76,21.91,0,1,0,0.304
18,125.87,335.54,153.07,381.26,0,0,0,12.575
19,354.39,60.09,356.46,61.28,0,0,0,0.028
20,223.98,209.57,228.36,218.24,0,0,0,0.406
21,48.69,90.23,56.71,96.64,0,1,0,0.533
22,285.19,135.49,292.63,138.25,0,0,0,0.214
23,198.00,251.69,201.11,254.26,0,0,0,0.088
24,0.81,263.68,6.46,268.61,0,0,0,0.293
25,275.87,388.99,281.56,393.96,0,0,1,0.298
26,90.79,150.41,92.43,153.65,0,0,0,0.063
27,126.75,407.51,168.85,427.90,0,0,0,8.645
28,144.25,48.81,145.92,52.03,0,0,0,0.063
29,246.42,341.76,255.11,346.42,0,0,1,0.419
30,30.02,461.42,30.91,463.01,0,1,0,0.019
31,380.10,49.91,381.81,50.92,0,0,0,0.02
32,264.01,216.45,267.22,220.99,0,1,0,0.159
33,90.71,242.87,98.74,249.43,0,0,0,0.546
34,197.90,383.99,201.02,388.51,0,0,0,0.155
35,60.21,281.91,61.43,283.92,0,1,0,0.031
36,120.42,114.36,121.22,115.87,0,0,0,0.017
37,269.74,83.94,271.18,98.78,0,0,0,0.258
38,365.64,174.63,368.51,177.33,0,0,0,0.086
39,305.96,227.78,307.33,229.97,0,0,0,0.037
40,90.78,174.24,93.89,176.66,0,1,0,0.083
41,6.22,431.70,7.75,434.81,0,0,0,0.057
42,383.68,449.69,386.89,451.30,0,0,0,0.057
43,376.45,57.92,376.95,58.99,0,1,0,0.009
44,377.55,407.92,379.13,411.18,0,1,0,0.061
45,354.34,485.59,354.94,486.57,0,0,0,0.009
46,372.70,250.42,373.47,251.94,0,0,0,0.016
47,312.40,425.58,313.39,426.15,0,0,0,0.007
48,41.83,409.70,47.57,414.66,0,0,0,0.3
49,228.08,330.29,239.09,332.95,0,0,1,0.301
50,180.10,186.58,182.62,189.80,0,0,0,0.091
51,370.36,95.73,385.29,98.43,0,0,0,0.411
52,332.35,295.63,333.14,297.32,0,1,1,0.018
53,84.00,318.34,85.15,325.90,0,0,0,0.11
54,281.96,306.08,290.04,312.48,0,0,1,0.536
55,126.62,138.37,134.64,144.88,0,0,0,0.542
56,18.87,419.44,20.20,420.49,0,0,0,0.017
57,293.75,270.20,296.20,279.16,0,0,1,0.246
58,42.08,347.64,43.39,349.55,0,1,0,0.031
59,318.38,275.87,319.67,277.89,0,0,0,0.032
60,377.77,180.52,384.26,188.60,0,0,0,0.549
