,tl_x,tl_y,br_x,br_y,type,side,step,time
0,167.00,173.00,172.00,178.00,2,0,0,0.25
1,107.41,16.99,109.76,24.01,1,0,0,0.165
2,41.08,132.67,43.71,133.94,1,0,0,0.033
3,93.47,184.87,95.70,190.39,1,0,0,0.123
4,165.45,122.68,168.63,124.32,0,1,0,0.057
5,4.97,47.73,8.22,49.27,0,0,0,0.055
6,69.16,37.04,72.28,38.58,0,0,0,0.053
7,117.29,4.94,120.53,6.55,0,0,0,0.057
8,26.37,79.84,29.52,81.40,0,0,1,0.054
9,47.75,90.62,50.99,92.18,0,0,1,0.056
10,117.40,26.32,120.62,27.92,0,0,0,0.056
11,101.34,37.08,104.63,38.64,0,1,0,0.056
12,90.59,176.14,93.79,177.76,0,0,0,0.057
13,165.38,74.56,168.51,76.12,0,0,0,0.053
14,101.28,160.17,104.47,161.86,0,0,0,0.059
15,15.72,95.89,18.96,97.54,0,0,0,0.058
16,112.05,133.28,115.35,134.81,0,1,0,0.055
17,112.01,10.30,115.12,11.82,0,0,0,0.052
18,79.91,154.68,83.11,156.23,0,0,0,0.054
19,58.50,69.22,61.76,70.82,0,0,1,0.057
20,58.53,47.86,61.70,49.37,0,1,0,0.052
21,10.27,101.22,13.40,102.76,0,0,0,0.053
22,47.73,10.45,50.90,12.13,0,0,0,0.058
23,47.72,138.77,50.98,140.28,0,0,0,0.053
24,63.80,79.94,66.97,81.57,0,0,1,0.057
25,111.98,90.57,115.22,92.20,0,0,0,0.058
26,117.39,85.15,120.65,86.69,0,0,0,0.055
27,133.26,154.76,136.49,156.41,0,1,0,0.058
28,90.49,106.58,93.62,108.15,0,0,0,0.054
29,31.73,117.28,34.91,118.97,0,1,1,0.059
30,20.96,85.19,24.15,86.77,0,0,0,0.055
31,69.21,20.99,72.38,22.58,0,0,0,0.055
32,21.12,176.10,24.42,177.77,0,0,0,0.06
33,42.33,149.44,45.63,150.98,0,0,0,0.056
34,101.30,31.83,104.52,33.38,0,1,0,0.055
35,144.12,154.79,147.26,156.34,0,0,0,0.053
36,101.26,95.88,104.55,97.56,0,1,0,0.06
37,74.44,101.31,77.72,102.92,0,0,1,0.058
38,26.40,101.21,29.52,102.76,0,0,1,0.053
39,144.08,31.83,147.36,33.36,0,0,0,0.055
40,111.90,160.03,115.06,161.55,0,0,0,0.053
41,160.10,144.02,163.27,145.69,0,0,0,0.058
42,138.73,160.11,142.02,161.69,0,0,0,0.057
43,53.13,176.17,56.40,177.75,0,0,0,0.056
44,143.94,15.76,147.23,17.29,0,1,0,0.055
45,79.78,133.30,82.93,134.94,0,0,0,0.056
46,117.31,101.28,120.47,102.96,0,0,0,0.058
47,37.13,122.69,40.40,124.23,0,0,0,0.055
48,111.97,79.83,115.18,81.49,0,0,0,0.058
49,15.63,101.23,18.75,102.77,0,0,0,0.053
50,42.42,144.09,45.68,145.75,0,0,0,0.06
51,138.79,47.72,142.01,49.25,0,1,0,0.054
52,47.80,143.99,51.06,145.68,0,0,0,0.06
53,63.86,122.60,67.03,124.28,0,0,0,0.058
54,143.95,37.01,147.09,38.64,0,1,0,0.056
55,37.08,58.45,40.38,60.09,0,1,1,0.059
56,149.29,133.28,152.52,134.81,0,0,0,0.054
57,138.59,138.71,141.72,140.31,0,0,0,0.055
58,90.48,90.56,93.77,92.25,0,1,0,0.061
59,63.85,160.12,67.14,161.71,0,0,0,0.057
60,90.62,165.47,93.86,166.97,0,0,0,0.053
61,15.63,53.06,18.91,54.66,0,0,0,0.057
62,128.06,47.83,131.19,49.48,0,0,0,0.057
63,85.24,58.44,88.45,60.10,0,0,0,0.058
64,117.21,160.00,120.46,161.52,0,0,0,0.054
65,10.27,127.98,13.43,129.60,0,0,0,0.056
66,74.51,117.30,77.65,118.92,0,0,1,0.056
67,90.64,154.68,93.89,156.27,0,0,0,0.056
68,10.36,85.20,13.48,86.79,0,0,0,0.054
69,37.04,133.28,40.29,134.81,0,1,0,0.055
70,117.25,74.55,120.45,76.16,0,1,0,0.056
71,47.86,127.97,50.96,129.60,0,0,0,0.056
72,154.81,149.31,157.98,150.92,0,1,0,0.056
73,69.14,79.85,72.40,81.44,0,0,1,0.057
74,165.37,69.21,168.57,70.72,0,0,0,0.053
75,10.43,47.80,13.53,49.41,0,0,0,0.055
76,90.58,101.18,93.77,102.87,0,0,0,0.059
77,144.08,181.43,147.31,183.09,0,0,0,0.059
78,69.11,69.19,72.28,70.85,0,0,1,0.058
79,4.91,117.36,8.06,119.05,0,1,0,0.058
80,144.08,85.13,147.35,86.75,0,1,0,0.057
81,138.65,21.12,141.85,22.67,0,0,0,0.055
82,74.61,58.46,77.73,59.99,0,0,1,0.052
83,10.29,165.50,13.54,167.14,0,0,0,0.058
84,31.74,101.26,34.87,102.82,0,0,1,0.053
85,69.08,74.56,72.27,76.12,0,1,1,0.055
86,47.86,106.62,51.06,108.16,0,0,1,0.054
87,106.70,160.15,109.93,161.71,0,1,0,0.055
88,63.92,149.37,67.15,150.87,0,1,0,0.053
89,47.75,63.86,51.04,65.47,0,0,1,0.058
90,106.56,133.42,109.82,134.98,0,0,0,0.056
91,10.27,160.02,13.45,161.55,0,0,0,0.053
92,31.74,37.12,34.92,38.79,0,0,0,0.058
93,160.17,37.09,163.41,38.63,0,0,0,0.054
94,31.80,165.46,35.02,166.97,0,0,0,0.053
95,160.14,101.29,163.29,102.93,0,0,0,0.057
96,95.97,165.48,99.21,167.11,0,0,0,0.058
97,149.35,21.03,152.64,22.59,0,0,0,0.056
98,101.20,26.33,104.41,27.99,0,0,0,0.058
99,95.99,69.14,99.25,70.82,0,0,0,0.06
100,15.63,15.66,18.86,17.26,0,0,0,0.056
101,111.91,143.99,115.19,145.51,0,1,0,0.055
102,95.96,37.10,99.20,38.77,0,0,0,0.059
103,74.45,74.52,77.58,76.07,0,1,1,0.053
104,138.63,79.84,141.83,81.49,0,0,0,0.058
105,79.92,47.80,83.14,49.39,0,0,0,0.056
106,106.54,21.01,109.66,22.56,0,0,0,0.053
107,74.46,79.85,77.74,81.53,0,0,1,0.06
108,154.66,117.34,157.80,118.85,0,0,0,0.052
109,74.56,10.36,77.81,11.96,0,0,0,0.057
110,47.76,85.25,50.90,86.81,0,1,1,0.054
111,10.39,15.75,13.60,17.31,0,1,0,0.055
112,112.04,47.87,115.23,49.45,0,0,0,0.055
113,79.83,165.33,83.07,167.01,0,0,0,0.059
114,26.36,26.30,29.65,27.91,0,1,0,0.058
115,101.26,127.94,104.51,129.64,0,1,0,0.06
116,42.42,58.58,45.71,60.24,0,0,1,0.06
117,58.52,95.91,61.80,97.59,0,0,1,0.06
118,21.04,58.56,24.22,60.11,0,0,0,0.054
119,31.68,79.94,34.78,81.61,0,0,1,0.057
120,90.66,160.08,93.90,161.58,0,0,0,0.053
121,95.97,90.59,99.15,92.16,0,0,0,0.055
122,127.95,122.67,131.07,124.25,0,0,0,0.054
123,31.71,154.65,34.82,156.23,0,1,0,0.054
124,53.17,69.09,56.41,70.76,0,0,1,0.059
125,122.75,36.99,125.90,38.56,0,0,0,0.054
126,90.49,95.82,93.70,97.33,0,0,0,0.053
127,154.71,85.13,157.81,86.78,0,1,0,0.056
128,85.15,101.21,88.32,102.74,0,0,0,0.053
129,10.36,21.12,13.49,22.67,0,0,0,0.053
130,79.86,106.58,83.05,108.16,0,0,0,0.055
131,122.71,154.74,126.00,156.27,0,0,0,0.055
132,15.64,106.67,18.86,108.26,0,0,0,0.056
133,63.92,10.35,67.02,11.99,0,0,0,0.056
134,5.04,165.50,8.16,167.02,0,0,0,0.052
135,26.35,53.08,29.49,54.65,0,0,0,0.054
136,10.41,149.29,13.54,150.92,0,1,0,0.056
137,79.88,79.93,83.14,81.58,0,0,0,0.059
138,106.70,111.92,109.91,113.60,0,0,0,0.059
139,149.37,117.26,152.58,118.92,0,0,0,0.058
140,15.72,90.58,18.90,92.18,0,0,0,0.056
141,74.48,15.71,77.77,17.29,0,0,0,0.057
142,122.70,101.23,125.87,102.79,0,0,0,0.054
143,5.03,79.82,8.23,81.45,0,0,0,0.057
144,58.38,10.27,61.61,11.89,0,0,0,0.057
145,15.75,47.85,18.96,49.48,0,0,0,0.057
146,122.65,10.28,125.87,11.87,0,0,0,0.056
147,106.61,106.64,109.88,108.27,0,0,0,0.058
148,5.07,10.31,8.34,11.89,0,0,0,0.057
149,53.09,74.53,56.27,76.17,0,0,1,0.057
150,95.91,143.95,99.03,145.53,0,0,0,0.054
151,138.76,10.41,141.97,11.94,0,1,0,0.054
152,5.08,5.07,8.24,6.74,0,1,0,0.058
153,5.03,149.48,8.25,151.00,0,0,0,0.054
154,69.14,4.94,72.31,6.54,0,0,0,0.055
155,122.68,133.32,125.96,135.01,0,0,0,0.06
156,117.29,127.94,120.47,129.63,0,0,0,0.059
157,138.77,85.16,141.96,86.73,0,0,0,0.055
158,31.84,181.55,35.06,183.11,0,1,0,0.055
159,31.64,127.90,34.92,129.54,0,0,0,0.059
160,90.63,37.00,93.80,38.69,0,1,0,0.059
161,63.88,176.19,66.99,177.78,0,0,0,0.054
162,143.98,5.09,147.09,6.73,0,1,0,0.056
163,133.34,15.79,136.57,17.36,0,0,0,0.055
164,90.60,79.87,93.75,81.48,0,1,0,0.055
165,133.31,122.69,136.49,124.36,0,0,0,0.058
166,74.53,85.12,77.80,86.79,0,0,1,0.06
167,10.43,37.15,13.58,38.82,0,0,0,0.058
168,117.33,154.68,120.56,156.27,0,0,0,0.056
169,15.64,165.47,18.86,167.03,0,0,0,0.055
170,47.70,160.14,50.92,161.71,0,0,0,0.055
171,154.80,106.57,157.97,108.24,0,0,0,0.058
172,149.44,95.96,152.57,97.60,0,0,0,0.056
173,138.72,15.65,141.93,17.21,0,0,0,0.055
174,36.99,90.52,40.12,92.13,0,0,1,0.055
175,26.31,165.41,29.47,167.07,0,0,0,0.057
176,117.22,133.40,120.47,134.99,0,0,0,0.056
177,37.16,160.02,40.31,161.66,0,0,0,0.056
178,106.67,85.24,109.78,86.93,0,0,0,0.058
179,112.03,170.81,115.20,172.44,0,0,0,0.057
180,31.75,95.96,34.97,97.51,0,0,1,0.054
181,122.73,85.16,125.88,86.86,0,0,0,0.059
182,15.63,21.02,18.89,22.70,0,0,0,0.06
183,58.56,26.40,61.84,28.02,0,0,0,0.058
184,144.01,138.61,147.25,140.24,0,0,0,0.058
185,4.94,122.61,8.09,124.13,0,1,0,0.053
186,165.45,26.35,168.66,27.89,0,0,0,0.054
187,10.30,122.63,13.46,124.33,0,0,0,0.059
188,37.02,176.06,40.19,177.73,0,0,0,0.058
189,95.86,42.39,99.01,43.92,0,0,0,0.053
190,127.90,154.68,131.19,156.35,0,0,0,0.06
191,10.29,144.08,13.58,145.72,0,0,0,0.059
192,74.50,26.48,77.77,28.16,0,1,0,0.06
193,58.57,144.01,61.68,145.62,0,0,0,0.055
194,69.13,42.46,72.43,44.14,0,0,0,0.06
195,85.23,176.11,88.40,177.77,0,1,0,0.057
196,69.13,128.08,72.23,129.64,0,0,0,0.053
197,127.98,63.87,131.25,65.46,0,1,0,0.057
198,95.85,128.00,98.96,129.51,0,0,0,0.051
199,10.26,170.73,13.39,172.37,0,1,0,0.056
200,37.16,15.66,40.34,17.24,0,0,0,0.055
201,144.11,165.35,147.29,166.99,0,0,0,0.057
202,63.79,154.79,66.93,156.48,0,1,0,0.058
203,138.75,117.40,141.97,119.06,0,0,0,0.058
204,90.55,122.62,93.69,124.17,0,0,0,0.053
205,79.91,63.84,83.11,65.38,0,0,0,0.054
206,42.44,31.82,45.57,33.45,0,0,0,0.056
207,101.25,101.32,104.52,102.88,0,0,0,0.056
